game_pk,game_date,home_odds,home_id,home_name,home_winner,home_win_pct_to_date,home_last5_o_hardhit,home_last5_o_launch_speed,home_last5_o_launch_angle,home_last5_o_xwoba,home_last_p_hardhit,home_last_p_launch_speed,home_last_p_launch_angle,home_last_p_xwoba,away_odds,away_id,away_name,away_winner,away_win_pct_to_date,away_last5_o_hardhit,away_last5_o_launch_speed,away_last5_o_launch_angle,away_last5_o_xwoba,away_last_p_hardhit,away_last_p_launch_speed,away_last_p_launch_angle,away_last_p_xwoba,home_last5_o_hardhit_diff,home_last5_o_launch_speed_diff,home_last5_o_xwoba_diff,home_last_p_hardhit_diff,home_last_p_launch_speed_diff,home_last_p_xwoba_diff
744795,2024-09-25,-105,120,WSH,false,0.4394904458598726,41.09211822660099,87.78,9.16,0.28080000000000005,35.721637805685695,88.22777777777777,14.111111111111112,0.29005555555555557,-115,118,KC,true,0.5286624203821656,34.41661867544221,85.4,8.68,0.25,38.499809014514895,89.26,18.34,0.30219999999999997,6.675499551158779,2.3799999999999955,0.03080000000000005,-2.7781712088291997,-1.0322222222222308,-0.012144444444444402
744796,2024-09-26,145,120,WSH,false,0.43670886075949367,37.7692342140618,87.02,6.719999999999999,0.2736,44.80718210488812,88.88064516129033,8.925806451612903,0.33883870967741936,-175,118,KC,true,0.5316455696202531,33.8105580693816,85.86,10.76,0.2484,35.98278703242293,87.07857142857144,13.167857142857144,0.3136785714285714,3.9586761446801972,1.1599999999999966,0.0252,8.824395072465194,1.8020737327188954,0.02516013824884794
744797,2024-09-27,150,120,WSH,true,0.4339622641509434,39.22637707120465,86.24000000000001,5.7,0.266,42.57265672483509,90.39166666666667,12.841666666666667,0.28583333333333333,-185,143,PHI,false,0.5911949685534591,39.54851145855643,88.28,8.860000000000001,0.3358,36.57064453985546,86.9,7.284615384615384,0.2913461538461538,-0.322134387351781,-2.039999999999992,-0.06979999999999997,6.002012184979634,3.49166666666666,-0.005512820512820482
744798,2024-09-29,145,120,WSH,false,0.4409937888198758,40.257575757575765,86.64000000000001,5.38,0.3008,40.171577910058936,88.871875,12.50625,0.3110312499999999,-175,143,PHI,true,0.5838509316770186,39.762524752661264,87.67999999999999,8.52,0.3176,38.4566634358447,88.0875,12.918750000000001,0.29578125,0.49505100491450094,-1.0399999999999778,-0.01679999999999998,1.7149144742142326,0.7843749999999972,0.01524999999999993
744799,2024-09-28,180,120,WSH,true,0.4375,42.16233766233766,87.28,3.4599999999999995,0.3006,40.30620429302902,88.10967741935484,12.796774193548387,0.3159032258064516,-225,143,PHI,false,0.5875,39.34147212108232,87.82000000000001,7.24,0.3344,33.78479785521554,86.4774193548387,13.912903225806451,0.26006451612903225,2.820865541255344,-0.5400000000000063,-0.0338,6.521406437813482,1.6322580645161366,0.05583870967741933
744800,2024-09-13,-150,120,WSH,true,0.4452054794520548,40.34480012740882,88.7,10.28,0.2914,34.532080626634496,88.01875,14.81875,0.28762499999999996,125,146,MIA,false,0.3741496598639456,38.148148148148145,88.3,9.48,0.3002,41.465755786277384,88.50588235294119,12.711764705882354,0.32123529411764706,2.196651979260672,0.4000000000000057,-0.00880000000000003,-6.933675159642888,-0.4871323529411882,-0.0336102941176471
744801,2024-09-15,-175,120,WSH,true,0.4527027027027027,39.92865105908584,87.58,7.260000000000001,0.2826,40.164486581437146,87.94137931034481,13.110344827586207,0.317448275862069,145,146,MIA,false,0.3691275167785235,38.05291005291005,88.42,7.279999999999999,0.2726,42.15326476546674,89.66,15.24,0.3446,1.8757410061757867,-0.8400000000000034,0.010000000000000009,-1.9887781840295915,-1.7186206896551823,-0.027151724137931044
744802,2024-09-24,135,120,WSH,false,0.4423076923076923,39.67907474834011,87.04,7.88,0.2902,41.46293165610543,89.29285714285716,14.37142857142857,0.3263214285714286,-165,118,KC,true,0.5256410256410257,37.27815713698066,86.26,11.540000000000001,0.2526,34.3808681577916,86.80000000000003,12.638709677419357,0.29287096774193544,2.4009176113594535,0.7800000000000011,0.03760000000000002,7.082063498313829,2.492857142857133,0.033450460829493156
744803,2024-09-14,-145,120,WSH,true,0.4489795918367347,39.05908584169454,88.35999999999999,9.06,0.27480000000000004,45.02093827972272,88.79655172413791,9.079310344827586,0.3430689655172414,120,146,MIA,false,0.3716216216216216,34.576719576719576,86.6,7.38,0.2672,42.78256213773455,90.17,19.89,0.3279,4.482366264974964,1.759999999999991,0.007600000000000051,2.2383761419881694,-1.3734482758620885,0.015168965517241395
744804,2024-09-11,145,120,WSH,true,0.4444444444444444,42.61333618904833,88.86,10.700000000000001,0.32180000000000003,39.011608516139304,88.62413793103448,12.417241379310346,0.3109655172413793,-175,144,ATL,false,0.5448275862068965,42.538751571009634,88.9,12.580000000000002,0.301,35.91734447277392,86.396,5.832000000000001,0.28667999999999993,0.07458461803869909,-0.04000000000000625,0.02080000000000004,3.094264043365385,2.2281379310344818,0.02428551724137934
744805,2024-09-12,-175,120,WSH,false,0.4482758620689655,41.004140786749474,88.72,9.22,0.3142,41.252884215259954,89.40384615384616,14.876923076923076,0.3250769230769231,145,146,MIA,true,0.3698630136986301,37.48148148148148,88.4,11.52,0.3234,31.666666666666664,87.6,15.25,0.281,3.522659305267993,0.3199999999999932,-0.009200000000000041,9.58621754859329,1.803846153846166,0.04407692307692307
