game_pk,game_date,home_odds,home_id,home_name,home_winner,home_win_pct_to_date,home_last5_o_hardhit,home_last5_o_launch_speed,home_last5_o_launch_angle,home_last5_o_xwoba,home_last_p_hardhit,home_last_p_launch_speed,home_last_p_launch_angle,home_last_p_xwoba,away_odds,away_id,away_name,away_winner,away_win_pct_to_date,away_last5_o_hardhit,away_last5_o_launch_speed,away_last5_o_launch_angle,away_last5_o_xwoba,away_last_p_hardhit,away_last_p_launch_speed,away_last_p_launch_angle,away_last_p_xwoba,home_last5_o_hardhit_diff,home_last5_o_launch_speed_diff,home_last5_o_xwoba_diff,home_last_p_hardhit_diff,home_last_p_launch_speed_diff,home_last_p_xwoba_diff
716352,2023-10-01,125,118,KC,true,0.3395061728395062,36.24550264550265,84.94,12.74,0.29159999999999997,39.48687618786875,88.51538461538462,13.265384615384615,0.3378461538461538,-155,147,NYY,false,0.5093167701863354,41.51536868928173,88.35999999999999,9.12,0.3128,37.60805860805861,88.075,13.412500000000001,0.285,-5.269866043779082,-3.4199999999999875,-0.021200000000000052,1.8788175798101392,0.44038461538461604,0.05284615384615382
716353,2023-10-01,105,138,STL,true,0.43209876543209874,25.938660477453585,84.5,18.2,0.3096,42.39887119177153,89.66571428571429,11.517142857142858,0.3278571428571429,-125,113,CIN,false,0.5061728395061729,44.72928244524354,89.29999999999998,13.040000000000001,0.37059999999999993,38.43384189601312,87.71428571428571,15.542857142857141,0.30023809523809525,-18.790621967789956,-4.799999999999983,-0.06099999999999994,3.965029295758413,1.951428571428579,0.027619047619047654
716354,2023-10-01,-225,144,ATL,false,0.6459627329192547,44.953993855606754,88.22000000000001,11.120000000000001,0.32539999999999997,41.13708513708514,90.31666666666666,16.01666666666667,0.3615,180,120,WSH,true,0.44171779141104295,37.172326203208556,88.76000000000002,7.840000000000001,0.2864,41.91335101679929,89.06666666666666,19.333333333333332,0.32,7.781667652398198,-0.5400000000000063,0.03899999999999998,-0.7762658797141526,1.25,0.04149999999999998
716355,2023-10-01,105,121,NYM,false,0.4695121951219512,35.62143170838823,89.04,16.419999999999998,0.2732,40.06461208191757,88.3,13.183333333333332,0.29933333333333334,-130,143,PHI,true,0.5527950310559007,39.232853873814975,88.17999999999999,12.879999999999999,0.2864,41.05650925401916,89.44444444444444,15.799999999999999,0.3113333333333333,-3.6114221654267453,0.8600000000000136,-0.01319999999999999,-0.9918971721015879,-1.1444444444444457,-0.011999999999999955
716356,2023-10-01,150,145,CWS,false,0.37888198757763975,34.79541329813562,87.97999999999999,16.98,0.266,35.390054390054395,86.5,12.299999999999999,0.3375,-185,135,SD,true,0.5031055900621118,35.33617806481375,87.54,5.06,0.27040000000000003,45.66188334404226,88.53999999999999,9.779999999999998,0.32080000000000003,-0.5407647666781301,0.4399999999999835,-0.004400000000000015,-10.271828953987864,-2.039999999999992,0.016699999999999993
716357,2023-10-01,-110,141,TOR,false,0.5527950310559007,35.56812051903216,89.11999999999998,19.779999999999998,0.3204,NaN,NaN,NaN,NaN,-110,139,TB,true,0.6086956521739131,44.62481290067497,88.32000000000001,7.040000000000001,0.3332,NaN,NaN,NaN,NaN,-9.056692381642804,0.7999999999999687,-0.012799999999999978,NaN,NaN,NaN
716358,2023-10-01,125,109,AZ,false,0.5217391304347826,41.76548089591569,88.8,3.2199999999999998,0.3224,31.57894736842105,86.5,-0.5,0.181,-150,117,HOU,true,0.5527950310559007,40.90196078431372,89.48,10.54,0.31060000000000004,39.54162107661794,89.02333333333333,19.2,0.3222,0.8635201116019644,-0.6800000000000068,0.011799999999999977,-7.962673708196892,-2.5233333333333263,-0.1412
716359,2023-10-01,135,115,COL,true,0.36024844720496896,36.31043420517104,87.32000000000001,11.899999999999999,0.3228,50.0,88.6,17.0,0.331,-165,142,MIN,false,0.5403726708074534,37.97751124437781,88.38,10.28,0.36179999999999995,34.677573546857,87.16,15.988,0.28819999999999996,-1.6670770392067666,-1.059999999999988,-0.03899999999999998,15.322426453143002,1.4399999999999977,0.04280000000000006
716360,2023-10-01,-120,136,SEA,true,0.5403726708074534,38.93333333333334,89.2,18.66,0.31899999999999995,39.75573781055415,88.53666666666666,10.729999999999999,0.2964666666666666,100,140,TEX,false,0.5590062111801242,32.71284271284271,87.97999999999999,15.9,0.29039999999999994,40.05357562278455,88.904,11.084000000000001,0.3268,6.220490620490629,1.220000000000013,0.028600000000000014,-0.29783781223039796,-0.3673333333333346,-0.03033333333333338
716361,2023-10-01,-115,116,DET,true,0.48148148148148145,43.291560102301794,89.76000000000002,14.420000000000002,0.37299999999999994,37.39294070432525,86.964,11.812000000000001,0.2924,-105,114,CLE,false,0.4691358024691358,33.42118226600985,87.02,13.9,0.3256,37.58637318192424,88.86,18.52,0.3494,9.870377836291944,2.7400000000000233,0.04739999999999994,-0.1934324775989893,-1.8960000000000008,-0.056999999999999995
716362,2023-10-01,-125,134,PIT,true,0.4658385093167702,33.959570059570055,86.58,6.959999999999999,0.28559999999999997,39.80570911188264,89.40000000000002,15.966666666666669,0.35666666666666663,105,146,MIA,false,0.5185185185185185,34.86249045072575,84.96000000000001,3.72,0.30700000000000005,45.45454545454545,90.1,17.1,0.352,-0.9029203911556962,1.6199999999999903,-0.021400000000000086,-5.648836342662811,-0.6999999999999744,0.004666666666666652
716363,2023-10-01,155,137,SF,false,0.49382716049382713,34.363263173608,88.5,8.959999999999999,0.2762,42.30171169826342,89.13333333333333,13.583333333333334,0.32016666666666665,-190,119,LAD,true,0.6172839506172839,34.430940436375224,88.10000000000001,11.4,0.3442,37.14235359228186,87.6904761904762,10.823809523809523,0.29204761904761906,-0.06767726276722641,0.3999999999999915,-0.068,5.1593581059815605,1.4428571428571217,0.0281190476190476
